name,ttm,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999
		NetIncomeIncludingNoncontrollingInterests,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","253,000,000","196,000,000","208,000,000","246,000,000","26,000,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","116,025,000","178,273,000","151,573,000","135,219,000","171,651,000","84,862,000","-140,961,000","137,594,000","131,076,000","107,577,000","-105,302,000","-201,338,000","-147,665,000","61,748,000","-120,929,000","176,805,000","256,993,000","235,661,000","172,732,000","132,259,000","163,506,000","106,511,000","86,753,000","90,676,000","98,052,000","65,253,000","74,837,000","64,444,000","48,009,000","25,879,000","5,119,000","21,349,000","24,166,000","6,356,000","24,150,000","19,747,000","50,936,000","-48,636,000","5,254,000","83,245,000","72,820,000","44,661,000","33,576,000","25,867,000","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,300,000"
			NetIncomeContinuousOperations,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","253,000,000","196,000,000","208,000,000","246,000,000","26,000,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","116,025,000","178,273,000","151,573,000","135,219,000","171,651,000","84,862,000","-140,961,000","137,594,000","131,076,000","107,577,000","-105,302,000","-201,338,000","-147,665,000","61,748,000","-120,929,000","176,805,000","256,993,000","235,661,000","172,732,000","132,259,000","163,506,000","106,511,000","86,753,000","90,676,000","98,052,000","65,253,000","74,837,000","64,444,000","48,009,000","25,879,000","5,119,000","21,349,000","24,166,000","6,356,000","24,150,000","19,747,000","50,936,000","-48,636,000","5,254,000","83,245,000","72,820,000","44,661,000","33,576,000","25,867,000","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,300,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","253,000,000","196,000,000","208,000,000","246,000,000","26,000,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","116,025,000","178,273,000","151,573,000","135,219,000","171,651,000","84,862,000","-140,961,000","137,594,000","131,076,000","107,577,000","-105,302,000","-201,338,000","-147,665,000","61,748,000","-120,929,000","176,805,000","256,993,000","235,661,000","172,732,000","132,259,000","163,506,000","106,511,000","86,753,000","90,676,000","98,052,000","65,253,000","74,837,000","64,444,000","48,009,000","25,879,000","5,119,000","21,349,000","24,166,000","6,356,000","24,150,000","19,747,000","50,936,000","-48,636,000","5,254,000","83,245,000","72,820,000","44,661,000","33,576,000","25,867,000","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,300,000"
BasicEPS,,"2.35","2.16","1.01","1.49","1.55","1.47","0.91","0.65","0.93","2.02","1.81","2.05","1.84","1.39","0.98","0.86","1.18","1.01","0.47","0.36","0.38","0.45","0.05","0.24","0.35","0.32","0.23","0.24","0.26","0.2","0.16","0.13","0.28","0.34","0.19","0.1","0.19","0.29","0.25","0.23",,"0.15","-0.25","0.24",,"0.2","-0.19","-0.37",,"0.11","-0.22","0.32",,"0.42","0.313","0.247",,"0.2","0.167","0.173",,"0.127","0.147","0.127",,"0.053","0.01","0.043",,"0.013","0.05","0.04",,"-0.107","0.01","0.183",,"0.103","0.078","0.062",,"0.072","0.029","0.048",,"0.03","0.02","0.018"
DilutedEPS,,"2.31","2.12","0.99","1.47","1.53","1.45","0.9","0.64","0.92","1.97","1.76","1.98","1.78","1.33","0.92","0.79","0.99","0.83","0.4","0.33","0.35","0.44","0.05","0.24","0.35","0.31","0.22","0.24","0.25","0.2","0.16","0.13","0.28","0.33","0.19","0.1","0.19","0.29","0.25","0.22",,"0.15","-0.25","0.23",,"0.19","-0.19","-0.37",,"0.11","-0.22","0.3",,"0.38","0.287","0.22",,"0.18","0.147","0.153",,"0.12","0.137","0.12",,"0.05","0.01","0.04",,"0.013","0.047","0.04",,"-0.107","0.01","0.157",,"0.087","0.065","0.052",,"0.058","0.023","0.039",,"0.025","0.017","0.015"
BasicAverageShares,,"619,000,000","618,000,000","616,000,000","614,000,000","612,000,000","610,000,000","609,000,000","607,000,000","609,000,000","609,000,000","607,000,000","606,000,000","606,000,000","603,000,000","597,000,000","592,000,000","553,000,000","538,000,000","534,000,000","537,000,000","539,000,000","542,000,000","541,000,000","549,000,000","544,170,000","547,789,000","558,223,000","559,092,000","568,483,000","580,870,000","585,345,000","616,872,000","620,169,000","622,352,000","618,996,000","615,780,000","611,432,000","607,063,000","601,340,000","594,802,000",,"577,323,000","572,764,000","567,183,000",,"551,283,000","546,639,000","542,307,000",,"543,807,000","555,417,000","555,673,000",,"554,966,000","547,305,000","541,246,500",,"528,721,139","525,366,000","521,905,500",,"510,125,937","506,829,000","505,941,000",,"498,116,942","498,756,000","495,513,000",,"484,503,748","480,231,000","475,866,000",,"459,994,003","456,888,000","452,052,000",,"431,835,082","425,628,000","415,932,000",,"395,820,090","775,404,000","380,160,000",,"353,156,755","334,832,584","343,455,269"
DilutedAverageShares,,"631,000,000","630,000,000","626,000,000","622,000,000","621,000,000","618,000,000","616,000,000","616,000,000","619,000,000","625,000,000","626,000,000","627,000,000","628,000,000","628,000,000","633,000,000","641,000,000","660,000,000","653,000,000","631,000,000","597,000,000","593,000,000","565,000,000","556,000,000","568,000,000","556,573,000","558,201,000","570,572,000","570,422,000","577,356,000","588,752,000","592,006,000","619,302,000","622,018,000","628,845,000","623,143,000","623,786,000","618,599,000","613,560,000","613,934,000","613,474,000",,"582,648,000","572,764,000","590,997,000",,"574,381,000","546,639,000","542,307,000",,"564,536,000","555,417,000","591,989,000",,"612,985,000","603,829,500","598,299,000",,"586,439,280","578,383,500","585,555,000",,"550,275,862","542,370,000","541,476,000",,"518,347,826","532,257,000","535,437,000",,"519,187,406","523,653,000","503,775,000",,"459,994,003","506,310,000","547,695,000",,"510,221,889","510,906,000","497,136,000",,"482,368,816","953,844,000","466,668,000",,"423,779,635","401,799,100","419,776,119"
TotalOperatingIncomeAsReported,"4,532,000,000","1,507,000,000","1,398,000,000","651,000,000","976,000,000","990,000,000","927,000,000","571,000,000","358,000,000","294,000,000","1,058,000,000","1,157,000,000","1,295,000,000","1,073,000,000","895,000,000","688,000,000","554,000,000","733,000,000","639,000,000","317,000,000","245,000,000","252,000,000","245,000,000","76,000,000","176,000,000","231,136,000","213,315,000","163,179,000","151,359,000","166,924,000","140,988,000","105,534,000","82,781,000","183,573,000","252,217,000","139,623,000","72,826,000","122,317,000","197,090,000","174,030,000","154,862,000","179,778,000","103,783,000","-175,207,000","147,393,000","134,282,000","107,845,000","-110,107,000","-230,965,000","-175,083,000","56,796,000","-155,392,000","202,979,000","262,499,000","247,841,000","184,760,000","141,246,000","138,514,000","117,613,000","95,816,000","100,685,000","112,342,000","71,536,000","80,037,000","76,182,000","57,156,000","28,758,000","3,799,000","23,880,000","23,816,000","15,361,000","24,632,000","26,348,000","70,736,000","-50,106,000","6,165,000","117,191,000","102,871,000","62,120,000","45,303,000","31,438,000","39,057,000","36,647,000","29,023,000","25,564,000","20,800,000","15,100,000","9,500,000","9,000,000"
TotalExpenses,"12,143,000,000","3,496,000,000","3,328,000,000","3,215,000,000","2,104,000,000","2,115,000,000","2,087,000,000","2,008,000,000","1,862,000,000","1,911,000,000","2,123,000,000","1,966,000,000","1,912,000,000","1,838,000,000","1,741,000,000","1,542,000,000","1,383,000,000","1,440,000,000","1,365,000,000","1,109,000,000","1,059,000,000","1,115,000,000","1,052,000,000","988,000,000","975,000,000","1,019,378,000","1,012,067,000","939,645,000","951,428,000","977,294,000","912,979,000","871,704,000","871,958,000","923,329,000","951,893,000","904,647,000","852,051,000","830,877,000","869,090,000","842,487,000","807,177,000","706,598,000","740,129,000","986,415,000","854,420,000","848,206,000","795,361,000","886,627,000","895,196,000","637,693,000","832,521,000","1,048,068,000","950,409,000","940,231,000","867,756,000","750,493,000","703,034,000","740,359,000","702,959,000","591,703,000","581,122,000","521,272,000","511,879,000","494,775,000","507,664,000","509,320,000","486,833,000","452,262,000","448,025,000","448,303,000","467,208,000","435,142,000","378,635,000","398,217,000","480,410,000","421,120,000","465,714,000","395,475,000","308,121,000","214,192,000","193,726,000","179,161,000","161,518,000","141,375,000","122,919,000","107,600,000","81,900,000","68,500,000","62,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","253,000,000","196,000,000","208,000,000","246,000,000","26,000,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","116,025,000","178,273,000","151,573,000","135,219,000","171,651,000","84,862,000","-140,961,000","137,594,000","131,076,000","107,577,000","-105,302,000","-201,338,000","-147,665,000","61,748,000","-120,929,000","176,805,000","256,993,000","235,661,000","172,732,000","132,259,000","163,506,000","106,511,000","86,753,000","90,676,000","98,052,000","65,253,000","74,837,000","64,444,000","48,009,000","25,879,000","5,119,000","21,349,000","24,166,000","6,356,000","24,150,000","19,747,000","50,936,000","-48,636,000","5,254,000","83,245,000","72,820,000","44,661,000","33,576,000","25,867,000","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,300,000"
NormalizedIncome,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","254,594,000","196,814,000","235,842,519.685","250,800,000","79,400,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","114,070,092.794","175,364,562.975","153,066,132.393","138,407,536.345","167,224,596.904","88,481,446.02","-142,090,876.04","139,637,940.726","128,546,068.957","110,585,450.588","-102,575,578.715","-201,355,910.96","-129,963,400.822","70,573,700","-118,215,933.963","180,360,721.207","257,527,365.335","234,298,966.177","172,331,239.675","132,830,901.989","163,834,250","106,441,280.268","86,840,979.736","90,878,520.357","99,824,408.677","76,502,300.687","74,526,261.776","64,053,600","48,312,206.316","25,092,606.077","5,152,598.687","21,323,400.719","24,235,048.345","14,840,000","24,150,000","19,747,000","50,936,000","13,196,000","5,254,000","83,245,000","73,408,703.234","46,921,979.75","34,110,796.814","32,568,074.094","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,098,936.17"
InterestIncome,"57,000,000","7,000,000","7,000,000","13,000,000","31,000,000","41,000,000","45,000,000","47,000,000","44,000,000","42,000,000","37,000,000","32,000,000","25,000,000","21,000,000","17,000,000","15,000,000","16,000,000","17,000,000","14,000,000","12,000,000","12,000,000","11,000,000","9,000,000","9,000,000","9,000,000","8,129,000","7,422,000","6,829,000","5,710,000","4,156,000","4,022,000","3,865,000","5,076,000","4,693,000","4,701,000","5,316,000","5,198,000","4,213,000","4,356,000","5,266,000","5,313,000","4,461,000","4,220,000","4,805,000","5,571,000","5,768,000","5,444,000","5,779,000","6,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"184,000,000","53,000,000","53,000,000","54,000,000","25,000,000","13,000,000","13,000,000","13,000,000","13,000,000","14,000,000","15,000,000","14,000,000","15,000,000","15,000,000","15,000,000","15,000,000","16,000,000","19,000,000","16,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","11,594,000","11,542,000","11,526,000","11,471,000","7,935,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-127,000,000","-46,000,000","-46,000,000","-41,000,000","6,000,000","28,000,000","32,000,000","34,000,000","31,000,000","28,000,000","22,000,000","18,000,000","10,000,000","6,000,000","2,000,000","0","0","-2,000,000","-2,000,000","0","0","-1,000,000","-3,000,000","-3,000,000","-3,000,000","-3,465,000","-4,120,000","-4,697,000","-5,761,000","-6,287,000","4,022,000","3,865,000","5,076,000","1,399,000","4,701,000","5,316,000","5,198,000","1,124,000","4,356,000","5,266,000","5,313,000","1,334,000","4,220,000","4,805,000","5,571,000","2,448,000","5,444,000","5,779,000","6,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"4,593,000,000","1,523,000,000","1,401,000,000","663,000,000","1,006,000,000","1,029,000,000","972,000,000","619,000,000","402,000,000","338,000,000","1,096,000,000","1,194,000,000","1,326,000,000","1,094,000,000","911,000,000","699,000,000","552,000,000","744,000,000","637,000,000","329,000,000","253,000,000","266,000,000","257,000,000","84,000,000","184,000,000","239,453,000","220,612,000","166,151,000","174,753,000","191,394,000","140,988,000","105,534,000","82,781,000","200,667,000","252,217,000","139,623,000","72,826,000","140,503,000","197,090,000","174,030,000","154,862,000","198,327,000","103,783,000","-175,207,000","147,393,000","154,253,000","107,845,000","-110,107,000","-230,965,000","-156,553,000","65,134,000","-155,392,000","202,979,000","262,499,000","247,841,000","184,760,000","141,246,000","138,514,000","117,613,000","95,816,000","100,685,000","112,342,000","71,536,000","80,037,000","76,182,000","57,156,000","28,758,000","3,799,000","23,880,000","23,816,000","18,861,000","24,632,000","26,348,000","70,736,000","-50,106,000","6,165,000","117,191,000","102,564,000","62,120,000","46,067,000","47,206,000","39,057,000","36,647,000","29,023,000","25,564,000","20,800,000","15,100,000","9,500,000","9,000,000"
EBITDA,"5,691,000,000"
ReconciledCostOfRevenue,"6,279,000,000","1,847,000,000","1,766,000,000","1,591,000,000","1,076,000,000","1,090,000,000","1,098,000,000","1,038,000,000","924,000,000","998,000,000","1,260,000,000","1,148,000,000","1,139,000,000","1,110,000,000","1,067,000,000","928,000,000","787,000,000","870,000,000","821,000,000","602,000,000","554,000,000","610,000,000","571,000,000","519,000,000","498,000,000","550,911,000","548,684,000","483,850,000","498,585,000","524,976,000","469,552,000","431,700,000","436,171,000","521,300,000","567,452,000","503,551,000","461,513,000","463,181,000","509,463,000","491,233,000","477,536,000","460,017,000","451,850,000","676,916,000","545,436,000","543,767,000","511,423,000","619,797,000","474,535,000","339,474,000","529,812,000","742,759,000","638,545,000","653,133,000","600,044,000","511,261,000","464,142,000","493,167,000","486,630,000","395,391,000","393,050,000","378,674,000","355,247,000","357,278,000","373,693,000","372,661,000","348,849,000","315,968,000","323,069,000","333,914,000","351,938,000","329,800,000","278,415,000","307,606,000","322,106,000","327,983,000","375,740,000","301,907,000","223,801,000","149,969,000","143,743,000","130,837,000","120,263,000","103,288,000","89,874,000","76,800,000","57,600,000","47,200,000","44,200,000"
ReconciledDepreciation,"1,098,000,000","288,000,000","299,000,000","404,000,000","107,000,000","106,000,000","92,000,000","92,000,000","91,000,000","78,000,000","68,000,000","59,000,000","57,000,000","54,000,000","49,000,000","49,000,000","47,000,000","47,000,000","48,000,000","47,000,000","45,000,000","46,000,000","48,000,000","49,000,000","54,000,000","53,955,000","55,480,000","55,607,000","55,083,000","54,838,000","62,726,000","61,840,000","59,744,000","58,401,000","57,148,000","56,195,000","54,491,000","51,895,000","52,387,000","52,159,000","47,764,000","46,393,000","46,876,000","46,573,000","47,147,000","47,914,000","48,770,000","49,322,000","50,658,000","48,055,000","49,304,000","46,306,000","41,358,000","36,936,000","33,030,000","31,892,000","31,334,000","34,292,000","25,031,000","24,208,000","24,031,000","23,788,000","24,522,000","24,774,000","24,893,000","31,085,000","24,026,000","24,074,000","23,412,000","24,278,000","22,842,000","19,610,000","15,958,000","15,151,000","16,166,000","14,069,000","12,830,000","14,759,000","11,917,000","10,622,000","6,199,000","5,012,000","4,380,000","3,343,000","3,101,000","3,000,000","2,600,000","2,400,000","1,700,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,332,000,000","1,457,000,000","1,336,000,000","622,000,000","917,000,000","951,000,000","899,000,000","552,000,000","394,000,000","566,000,000","1,230,000,000","1,101,000,000","1,244,000,000","1,119,000,000","838,000,000","583,000,000","507,000,000","654,000,000","542,000,000","253,000,000","196,000,000","208,000,000","246,000,000","26,000,000","134,000,000","193,128,000","172,967,000","127,976,000","136,516,000","146,917,000","118,734,000","96,448,000","77,891,000","173,973,000","209,080,000","119,046,000","60,437,000","116,025,000","178,273,000","151,573,000","135,219,000","171,651,000","84,862,000","-140,961,000","137,594,000","131,076,000","107,577,000","-105,302,000","-201,338,000","-147,665,000","61,748,000","-120,929,000","176,805,000","256,993,000","235,661,000","172,732,000","132,259,000","163,506,000","106,511,000","86,753,000","90,676,000","98,052,000","65,253,000","74,837,000","64,444,000","48,009,000","25,879,000","5,119,000","21,349,000","24,166,000","6,356,000","24,150,000","19,747,000","50,936,000","-48,636,000","5,254,000","83,245,000","72,820,000","44,661,000","33,576,000","25,867,000","31,060,000","28,068,000","22,522,000","18,287,000","14,600,000","10,600,000","6,700,000","6,300,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,"0","0","0","0","0","0","-2,000,000","-1,000,000","-34,000,000","-8,000,000","-89,000,000",,,,,,,,,,,,,,"2,099,000","3,341,000","-1,749,000","-3,690,000","4,794,000","-4,418,000","1,355,000","-2,239,000","2,691,000","-3,082,000","-2,773,000","20,000","-20,424,000","-13,578,000","-3,289,000","-4,284,000","-582,000","1,542,000","466,000","-665,000","-505,000","84,000","-106,000","-244,000","-2,110,000","-13,392,000","354,000","488,000","-379,000","983,000","-42,000","32,000","-75,000","-14,140,000",,,,"-61,832,000",,,"-841,000","-3,230,000","-764,000","-9,573,000",,,,,,,,"300,000"
TotalUnusualItems,,,,,,,,,,,,,,"0","0","0","0","0","0","-2,000,000","-1,000,000","-34,000,000","-8,000,000","-89,000,000",,,,,,,,,,,,,,"2,099,000","3,341,000","-1,749,000","-3,690,000","4,794,000","-4,418,000","1,355,000","-2,239,000","2,691,000","-3,082,000","-2,773,000","20,000","-20,424,000","-13,578,000","-3,289,000","-4,284,000","-582,000","1,542,000","466,000","-665,000","-505,000","84,000","-106,000","-244,000","-2,110,000","-13,392,000","354,000","488,000","-379,000","983,000","-42,000","32,000","-75,000","-14,140,000",,,,"-61,832,000",,,"-841,000","-3,230,000","-764,000","-9,573,000",,,,,,,,"300,000"
NormalizedEBITDA,"5,691,000,000","1,811,000,000","1,700,000,000","1,067,000,000","1,113,000,000","1,135,000,000","1,064,000,000","711,000,000","493,000,000","416,000,000","1,164,000,000","1,253,000,000","1,383,000,000","1,148,000,000","960,000,000","748,000,000","599,000,000","791,000,000","685,000,000","378,000,000","299,000,000","346,000,000","313,000,000","222,000,000","238,000,000","293,408,000","276,092,000","221,758,000","229,836,000","246,232,000","203,714,000","167,374,000","142,525,000","259,068,000","309,365,000","195,818,000","127,317,000","190,299,000","246,136,000","227,938,000","206,316,000","239,926,000","155,077,000","-129,989,000","196,779,000","199,476,000","159,697,000","-58,012,000","-180,327,000","-88,074,000","128,016,000","-105,797,000","248,621,000","300,017,000","279,329,000","216,186,000","173,245,000","173,311,000","142,560,000","120,130,000","124,960,000","138,240,000","109,450,000","104,457,000","100,587,000","88,620,000","51,801,000","27,915,000","47,260,000","48,169,000","55,843,000","44,242,000","42,306,000","85,887,000","27,892,000","20,234,000","130,021,000","118,164,000","77,267,000","57,453,000","63,621,000","44,069,000","41,027,000","32,366,000","28,665,000","23,800,000","17,700,000","11,900,000","10,400,000"
TaxRateForCalcs,"0.017","0.009","0.009","0.27","0.066","0.064","0.063","0.088","0.27","0.27","0.27","0.067","0.051","0.27","0.065","0.148","0.055","0.098","0.128","0.203","0.186","0.181","0.4","0.4","0.22","0.152","0.173","0.172","0.164","0.13","0.161","0.138","0.116","0.065","0.176","0.18","0.216","0.069","0.129","0.146","0.136","0.077","0.181","0.166","0.087","0.06","0.024","0.017","0.104","0.133","0.35","0.175","0.17","0.082","0.117","0.14","0.14","0.35","0.17","0.17","0.17","0.16","0.16","0.122","0.2","0.2","0.2","0.2","0.2","0.079","0.4","0.094","0.3","0.3","0","0.3","0.3","0.3","0.3","0.3","0.3","0.32","0.32","0.32","0.32","0.321","0.321","0.316","0.33"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-406,000","-186,000","-6,157,480.315","-3,200,000","-35,600,000","0","0","0","0","0","0","0","0","0","0","0","0","0","144,092.794","432,562.975","-255,867.607","-501,463.655","367,596.904","-798,553.98","225,123.96","-195,059.274","161,068.957","-73,549.412","-46,578.715","2,089.04","-2,722,400.822","-4,752,300","-575,933.963","-728,278.793","-47,634.665","179,966.177","65,239.675","-93,098.011","-176,750","14,280.268","-18,020.264","-41,479.643","-337,591.323","-2,142,699.313","43,261.776","97,600","-75,793.684","196,606.077","-8,401.313","6,400.719","-5,951.655","-5,656,000","0","0","0","0","0","0","-252,296.766","-969,020.25","-229,203.186","-2,871,925.906","0","0","0","0","0","0","0","98,936.17"